network,inputfile,objective,delta,optimizer,status,optval,time,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.001,VanillaMIPGurobi_8threads_1000.0m,success,-0.085150682,0.048096628,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.001,VanillaMIPGurobi_1threads_1000.0m,success,-0.085150682,0.036844399,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.001,VanillaMIPGLPK_1000.0m,timeout,-1,3600.242684,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.001,Sherlock_Gurobi_8threads_1000.0m,success,-0.085150682,0.159393722,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.001,Sherlock_Gurobi_1threads_1000.0m,success,-0.085150682,0.123807479,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.001,Sherlock_GLPK_1000.0m,timeout,-1,3599.44562,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.005,LBFGS,success,-0.077246777,0.724434361,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.005,PGD,success,-0.080998054,0.006613197,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.005,FGSM,success,-0.077260884,0.000390598,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.005,Marabounosbt_ReLUViolation,success,-0.076883693,1.2958998,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.005,Marabousbt_ReLUViolation,success,-0.076883693,0.743116683,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.005,Marabounosbt_EarliestReLU,success,-0.076883693,1.032872402,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.005,Marabousbt_EarliestReLU,success,-0.076883693,0.898261361,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.005,MarabouBinarySearch_nosbt_ReLUViolation,success,-0.07694282,3.925013062,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.005,MarabouBinarySearch_sbt_ReLUViolation,success,-0.07694282,5.528399358,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.005,MarabouBinarySearch_nosbt_EarliestReLU,success,-0.07694282,5.036644343,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.005,MarabouBinarySearch_sbt_EarliestReLU,success,-0.07694282,3.977673587,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.005,VanillaMIPGurobi_8threads_1000.0m,success,-0.076883693,0.079184345,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.005,VanillaMIPGurobi_1threads_1000.0m,success,-0.076883693,0.07715478,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.005,VanillaMIPGLPK_1000.0m,timeout,-1,3600.281536,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.005,Sherlock_Gurobi_8threads_1000.0m,success,-0.076883693,0.204714587,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.005,Sherlock_Gurobi_1threads_1000.0m,success,-0.076883693,0.230398125,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.005,Sherlock_GLPK_1000.0m,timeout,-1,3599.281114,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.01,LBFGS,success,-0.067264386,0.524259543,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.01,PGD,success,-0.071392996,0.035302153,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.01,FGSM,success,-0.067292601,0.00086697,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.01,Marabounosbt_ReLUViolation,success,-0.066147462,3.143403087,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.01,Marabousbt_ReLUViolation,success,-0.066147462,2.826818367,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.01,Marabounosbt_EarliestReLU,success,-0.066147462,7.354062543,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.01,Marabousbt_EarliestReLU,success,-0.066147462,6.347119042,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.01,MarabouBinarySearch_nosbt_ReLUViolation,success,-0.066180061,11.08077419,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.01,MarabouBinarySearch_sbt_ReLUViolation,success,-0.066180061,8.230003731,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.01,MarabouBinarySearch_nosbt_EarliestReLU,success,-0.066180061,31.62779461,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.01,MarabouBinarySearch_sbt_EarliestReLU,success,-0.066180061,13.45248191,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.01,VanillaMIPGurobi_8threads_1000.0m,success,-0.066147462,0.116483208,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.01,VanillaMIPGurobi_1threads_1000.0m,success,-0.066147462,0.115169903,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.01,VanillaMIPGLPK_1000.0m,timeout,-1,3600.2874,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.01,Sherlock_Gurobi_8threads_1000.0m,success,-0.066147462,0.427334489,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.01,Sherlock_Gurobi_1threads_1000.0m,success,-0.066147462,0.467050657,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.01,Sherlock_GLPK_1000.0m,timeout,-1,3599.250212,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.015,LBFGS,success,-0.057281995,0.654481873,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.015,PGD,success,-0.063270991,0.006939729,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.015,FGSM,success,-0.057324319,0.000606501,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.015,Marabounosbt_ReLUViolation,success,-0.055411231,8.738488797,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.015,Marabousbt_ReLUViolation,success,-0.055411231,6.163288902,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.015,Marabounosbt_EarliestReLU,success,-0.055411231,23.60882134,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.015,Marabousbt_EarliestReLU,success,-0.055411231,21.99459687,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.015,MarabouBinarySearch_nosbt_ReLUViolation,success,-0.055417011,49.63282174,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.015,MarabouBinarySearch_sbt_ReLUViolation,success,-0.055417011,20.10701156,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.015,MarabouBinarySearch_nosbt_EarliestReLU,success,-0.055417011,119.3147856,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.015,MarabouBinarySearch_sbt_EarliestReLU,success,-0.055417011,72.8015394,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.015,VanillaMIPGurobi_8threads_1000.0m,success,-0.055411231,0.200269292,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.015,VanillaMIPGurobi_1threads_1000.0m,success,-0.055411231,0.169077335,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.015,VanillaMIPGLPK_1000.0m,timeout,-1,3600.245356,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.015,Sherlock_Gurobi_8threads_1000.0m,success,-0.055411231,0.802021332,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.015,Sherlock_Gurobi_1threads_1000.0m,success,-0.055411231,0.742889155,,,,,,,
AutoTaxi_128Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.015,Sherlock_GLPK_1000.0m,timeout,-1,3599.246748AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,LBFGS,success,-0.001684194,1.001069684
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,PGD,success,-0.007324865,0.267356654,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,FGSM,success,-0.001684196,0.131970809,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,Marabounosbt_ReLUViolation,success,-0.001684194,0.461486548,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,Marabousbt_ReLUViolation,success,-0.001684194,0.180140991,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,Marabounosbt_EarliestReLU,success,-0.001684194,0.332310101,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,Marabousbt_EarliestReLU,success,-0.001684194,0.178057165,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,MarabouBinarySearch_nosbt_ReLUViolation,success,-0.00174468,1.365053707,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,MarabouBinarySearch_sbt_ReLUViolation,success,-0.00174468,0.679302599,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,MarabouBinarySearch_nosbt_EarliestReLU,success,-0.00174468,1.063825605,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,MarabouBinarySearch_sbt_EarliestReLU,success,-0.00174468,0.764777733,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,VanillaMIPGurobi_8threads_1000.0m,success,-0.001684194,0.401219505,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,VanillaMIPGurobi_1threads_1000.0m,success,-0.001684194,0.016471037,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,VanillaMIPGLPK_1000.0m,success,-0.001684194,0.649893516,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,Sherlock_Gurobi_8threads_1000.0m,success,-0.001684194,0.402863583,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,Sherlock_Gurobi_1threads_1000.0m,success,-0.001684194,0.026719157,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,Sherlock_GLPK_1000.0m,success,-0.001684194,0.708496155,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,LBFGS,success,0.055777744,0.637908625,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,PGD,success,0.049906874,0.003591504,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,FGSM,success,0.055777746,0.000224597,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,Marabounosbt_ReLUViolation,success,0.055777744,0.427293907,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,Marabousbt_ReLUViolation,success,0.055777744,0.279724556,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,Marabounosbt_EarliestReLU,success,0.055777744,0.737897757,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,Marabousbt_EarliestReLU,success,0.055777744,0.57241264,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,MarabouBinarySearch_nosbt_ReLUViolation,success,0.055717593,2.283032583,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,MarabouBinarySearch_sbt_ReLUViolation,success,0.055717593,1.557765667,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,MarabouBinarySearch_nosbt_EarliestReLU,success,0.055717593,4.237371673,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,MarabouBinarySearch_sbt_EarliestReLU,success,0.055717593,2.394720357,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,VanillaMIPGurobi_8threads_1000.0m,success,0.055777744,0.02607393,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,VanillaMIPGurobi_1threads_1000.0m,success,0.055777744,0.026027677,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,VanillaMIPGLPK_1000.0m,success,0.055777744,0.827318177,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,Sherlock_Gurobi_8threads_1000.0m,success,0.055777744,0.0361875,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,Sherlock_Gurobi_1threads_1000.0m,success,0.055777744,0.040394719,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,Sherlock_GLPK_1000.0m,success,0.055777744,0.99267819,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.07,LBFGS,success,0.109686728,47.67693124,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.07,PGD,success,0.099313817,0.005685619,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.07,FGSM,success,0.099663787,0.000261771,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.07,Marabounosbt_ReLUViolation,success,0.147764599,1.532530672,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.07,Marabousbt_ReLUViolation,success,0.147764599,1.70732491,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.07,Marabounosbt_EarliestReLU,success,0.147764599,4.478685463,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.07,Marabousbt_EarliestReLU,success,0.147764599,2.135566121,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.07,MarabouBinarySearch_nosbt_ReLUViolation,success,0.147744253,4.937515329,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.07,MarabouBinarySearch_sbt_ReLUViolation,success,0.147744253,2.864479076,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.07,MarabouBinarySearch_nosbt_EarliestReLU,success,0.147744253,14.54428582,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.07,MarabouBinarySearch_sbt_EarliestReLU,success,0.147744253,10.4169694,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.07,VanillaMIPGurobi_8threads_1000.0m,success,0.147764599,0.040881282,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.07,VanillaMIPGurobi_1threads_1000.0m,success,0.147764599,0.049149595,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.07,VanillaMIPGLPK_1000.0m,success,0.147764599,1.806592396,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.07,Sherlock_Gurobi_8threads_1000.0m,success,0.147764599,0.07419832,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.07,Sherlock_Gurobi_1threads_1000.0m,success,0.147764599,0.070648909,,,,,,,
AutoTaxi_32Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.07,Sherlock_GLPK_1000.0m,success,0.147764599,3.709852179,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,LBFGS,success,-0.003450288,0.691570365,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,PGD,success,-0.040225818,0.002476107,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,FGSM,success,-0.024695475,0.000351892,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,Marabounosbt_ReLUViolation,success,-0.003450288,17.42981045,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,Marabousbt_ReLUViolation,success,-0.003450288,17.2499361,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,Marabounosbt_EarliestReLU,success,-0.003450288,23.72629967,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,Marabousbt_EarliestReLU,success,-0.003450288,22.79699802,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,MarabouBinarySearch_nosbt_ReLUViolation,success,-0.003483218,64.62543888,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,MarabouBinarySearch_sbt_ReLUViolation,success,-0.003483218,53.82380061,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,MarabouBinarySearch_nosbt_EarliestReLU,success,-0.003483218,111.194228,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,MarabouBinarySearch_sbt_EarliestReLU,success,-0.003483218,60.27541083,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,VanillaMIPGurobi_8threads_1000.0m,success,-0.003450288,0.159547536,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,VanillaMIPGurobi_1threads_1000.0m,success,-0.003450288,0.146617021,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,VanillaMIPGLPK_1000.0m,timeout,-1,3600.215059,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,Sherlock_Gurobi_8threads_1000.0m,success,-0.003530905,0.592762923,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,Sherlock_Gurobi_1threads_1000.0m,success,-0.003530905,0.474244929,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.03,Sherlock_GLPK_1000.0m,success,-0.003450288,1199.11984,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,LBFGS,success,0.074332772,65.40406371,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,PGD,success,0.040039235,0.189439924,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,FGSM,success,0.029972687,0.005715498,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,Marabounosbt_ReLUViolation,success,0.100490193,333.34486,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,Marabousbt_ReLUViolation,success,0.100490193,354.0395457,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,Marabounosbt_EarliestReLU,success,0.100490193,616.072375,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,Marabousbt_EarliestReLU,success,0.100490193,771.4122119,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,MarabouBinarySearch_nosbt_ReLUViolation,success,0.10047604,3527.657541,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,MarabouBinarySearch_sbt_ReLUViolation,success,0.10047604,1438.964655,,,,,,,
AutoTaxi_64Relus_200Epochs_OneOutput.nnet,AutoTaxi_2323.npy,1.0*y1,0.05,MarabouBinarySearch_nosbt_EarliestReLU,timeout,0.098091863,3628.059247,,,,,,,
